Reviewer_rating,Review_Date,Review_text
 2     ,"July 2, 2019","It's great app. Sometimes the amount you pay will be credited from your account, but the order wont proceed. Its a great feeling that you payed for your food, but you don't get any. Some times it send your food to wrong address, which is not a bad thing, those those people have to eat too. Sometimes...
Full Review"
 1     ,"July 5, 2019","-5 stars. I wish there was an option to rate them in negative. If a swiggy delivery guy cancel your order for no reason, swiggy will charge you cancellation charges in the next order. Even if you try to explain to them that it was the delivery guy's mistake not mine. They will not listen to you. The...
Full Review"
 1     ,"June 30, 2019","they cheat customers by offering lesser food against ordered item and their customer service response is horrible... i chatted with atleast 3 customer care executives befor posting my comments on swiggy.. this is absolutely unethical what swiggy is doing with customers... i am disappointed with the ...
Full Review"
 1     ,"June 27, 2019","You guys don't provide good service, I had placed an order at 4:45 I didn't get any response till like 5:20 and then it showed 31 minutes on the app so I decided to cancel the order but your delivery executive had alredy reached my place, you put me in a tight spot. Please provide accurate informati...
Full Review"
 1     ,"June 29, 2019","pathetic experience. it won't let me sign in to my own account which i have been using from last 2 year, says too many logins, even after 7 days of not even trying to login, customer care is totally useless, they won't even talk to u unless u have an order active. i can share the necessary screensho...
Full Review"
 1     ,"June 29, 2019","I have been a Swiggy user for a long time and felt that it gave good discounts. However, lately the service has declined. Some of my past orders have been delayed for more than an hour with no compensation from Swiggy's side. Also they launch 'attractive' offers with ambiguous words and then claim t...
Full Review"
 2     ,"July 1, 2019","This app has the worst customer care service. First, my order got canceled from their end because my delivery executive got into an accident. When I asked him to cancel the order, he denied so I had to cancel it and even after a detailed chat with the customer care executive regarding the cancellati...
Full Review"
 1     ,"June 25, 2019",no improvement in their customer service. I was compensated for the delayed delivery but the coupon provided again was useless. I feel sorry for trusting them that they will resolve my concern. They have lost one customer for sure RIP SWIGGY. Just one word pathetic customer service experience
 1     ,"June 25, 2019","i have been ordering food from swiggy since a very long time. but today as i updated the app, the cash on delivery option isnt working ! ? why? i have even sent an email regarding the issue but didnt get any reply!"
 1     ,"July 1, 2019","Ordered once from Swiggy and one of the items were missing then gave a complaint and they gave me an option of either choosing a 30 rupees voucher for a masala dosa worth 85 rupees or a replacement order,I went with the replacement order an it nearly took one hour to deliver when calling the deliver...
Full Review"
 1     ,"June 29, 2019","Every time I log out of the app, logging back in is a pain. Why in the world would you associate a single e-mail address with a single phone number? Do people never change phone number in their life? Is the world so lacking in people who maintain a work and personal phone? I Guess I am not ordering ...
Full Review"
 1     ,"July 1, 2019","Worst experience ever!!! Paid through google pay and transaction got completed. But the order did not show up on the app. I texted customer service and they gave no proper reply. They said their portal had not received the amount. And then no reply from their side. Worst experience. Will use other f...
Full Review"
 1     ,"July 5, 2019","Terrible delivery experience, terrible customer service. Struggled more than an hour to get promises of refunds for one missing item and one wrong item. No refunds a week later. Over more than a 30-minute chat, customer service tells me the refunds weren't initiated because of some technical issue. ...
Full Review"
 2     ,"July 5, 2019","The UI of the app is beyond doubt the best amongst all food delivery apps. Customer service has become nearly equally bad. Genuine issues are not handled properly. Incorrect orders are not replaced. Always the standard replies ""We'll share the feedback with the restaurant"" . Why would a customer car...
Full Review"
 1     ,"July 4, 2019","Don't trust swiggy all the time. Sometimes they will make you fool. I have facing refund issues. Two times I have ordered since yesterday in swiggy, both my order is cancelled and initiated refund. But the refund amount will be reflect in my account after 4 to 7 working days. These guys are wont con...
Full Review"
 1     ,"July 5, 2019","I would rate this app and their delivery services in negative if I could. Seriously they out do themselves in being even worse than the previous time. First time they messed up my order on my fiance's birthday. Then they cancel the order according to their whims and fancies. This time they made me w...
Full Review"
 1     ,"June 23, 2019",a very terrible app to order..first of all the delivery guy doesn't check whether the order is complete or not. Then when i reported the issue to the customer service then they also didn't help me. Had a really poor experience:(
 1     ,"June 30, 2019","I had chosen hotel Sahara for 2 food items on 28 th June 2019 but after payment through net banking it showed that I have ordered 1 Chicken Mac meal from Mac Donalds . When I tried to cancel the order it showed that I would be charged a cancellation fee of Rs. 109 and the amount which I paid was Rs....
Full Review"
 1     ,"July 4, 2019","Disappointing response by the support team over bad quality food delivery. Its been over a month and I'm still waiting for the refund. Chat support, call support, and email support, all are useless. Highly disappointed with the customer service and Support. Wouldn't recommend online payment, bcz the...
Full Review"
 3     ,"July 5, 2019","Good in parts. Have used their services number of times. As they show the delivery has happened within the stipulated time. But I also notice the delivery is done with the seal broken or the pack tampered. It is understood the boys who deliver are also subjected to hunger and temptations, Swiggy mus...
Full Review"
 1     ,"July 6, 2019","They have my money. They are earning through our interest. Nearly 2000 rs they have to give back. It's been 2 month still I didnt get my money back. pls guys don't go for swiggy ever ..They have the worst kind of customer service and attitude once they have to refund money ..Each time they ask what ...
Full Review"
 1     ,"June 29, 2019","Cheating the customer and not returning the refund for last 25 days..... I don't still how many days I have to wait. I request the people to not order in Swiggy. if they cancel your order and you will never get your money back. worst customer support and I have mailed so many times to Swiggy Support...
Full Review"
 2     ,"July 2, 2019","i don't know if this is executive's fault or swiggy's but the attitude of executive was very bad, and this happened for 2nd time, he was continuously shouting on phone and was not able to find the building, he was unable to tell where he is, this kind of attitude will not be tolerated. and better do...
Full Review"
 1     ,"July 3, 2019","The customer services ""Swiggy"" provided is nothing as compared to zomato and uber eats. They don't listen to what you have to say instead they follow their rules no matter what customer has gone through. I had to wait 2 hours for my order even though it showed it will be delivered in 45 mins. And, w...
Full Review"
 1     ,"July 1, 2019","so I ordered food worth 400/- and the food wasn't good (undercooked, raw, bland). And the person I spoke to at the help landline said that it is a policy and that he can only give me a coupon worth 50/-. Honestly? This is a rip off and I was willing to return the food and get them to remake the food...
Full Review"
 1     ,"June 26, 2019","extremely unhelpful customer service. deducted my money twice for no reason at all. my order got cancelled and its been 7 days but I still don't have my money back. also, the pizza store claims that swiggy menu is fake and has options outside the restaurants menu"
 1     ,"June 29, 2019","hit ur hunger out of the park,lighting fast delivery,really,assigning 3 address 1 delivery excutive- u really that the hunger out of the park,wah! excutive passes my address twice-lightening fast delivery,estimated delivery within in 30 mins,live tracking keeping on extending.unbelievable swiggy sti...
Full Review"
 1     ,"July 1, 2019","I have been availing the services by Swiggy for quite a long time but this time the experience was harrowing. I had ordered for Sprout Salad, to my surprise the iteam in the container was Egg Roll. I had a chat with customer executive regarding the mess happpened. The resolution provided was that th...
Full Review"
 1     ,"June 26, 2019","Very bad service and very cheap rules on cancelling your order.After min 3 minutes of order, it takes 50% amount of order as cancellation fees. Suppose you had ordered 1000 rs of order then it will deduct 500 rs as cancellation fees. Very cheap class rules and very poor service of SWIGGY. please ign...
Full Review"
 1     ,"June 27, 2019","The most disappointing service from swiggy, really i have ordered food for last four times and received a spilled and not properly packed food, I reported this issue and what these people do for the first two time was tild me that we will address that issue and will improve, and when it happened the...
Full Review"
 3     ,"June 30, 2019","just now i ordered 2 x vada sambar but only received one packet!!🤨 this is really disappointing as this was the first time i ordered with swiggy and i did not even received the complete order!!! 😕 i hope you tell me a solution to this problem if you want to gain my trust and support again 🙁 ( edi...
Full Review"
 1     ,"June 30, 2019","swiggy is the worst, they take no responsibility even if their own delivery executives mess up and spill your order, all they say is we will make sure this doesn't happen again but it will and they will again repeat the same thing. they dont compensate customers for their own mistakes and give bot l...
Full Review"
 1     ,"June 29, 2019","Guys, don't order from swiggy .. I am facing too may problems lately.. I am a super member and my orders always gets cancelled for some reason and they will update me after an hr and when I get in touch with the customer care, they just say I will get a refund in 5 days and I won't even get a refund...
Full Review"
 1     ,"June 30, 2019","Just uninstalled the app. Worst service, very late delivery, worst customer care responses. And after all that delivered very cold food as no executive was assigned till 40 minutes. There are definitely better food delivery apps are there than this one. And yes, Hell with your Rs. 100 discount, beca...
Full Review"
 1     ,"July 4, 2019","You are giving offers at first (new user) to encourage costomer after that when we start ordering means (like 5 to 6 orders), offers vanishes no bank offers etc, only giving offers on resturants which of no use, dont fool costomers, inspite of taking super plan u are chrging delivery, we have to pur...
Full Review"
 1     ,"July 6, 2019","We ordered food from Mc Donalds with specific instructions of no Mayonaisse on one of the burger's. Disappointed when the customer care rep straight up refused to help and said that was not her problem. My question is what purpose does she serve if she's part of the customer support. If she can't he...
Full Review"
 1     ,"July 4, 2019","I would have literally given zero star if there was option. The experience on swiggy is very bad. 1st : I had order something and wanted to cancel it, as it was an unexpected it was my 1st order and I just clicked it and when I put cancel order the message came saying that they will charge me 150 ru...
Full Review"
 1     ,"June 22, 2019","Initially I thought Item was not cooked properly later only i realized they served BEEF instead mutton . When I'm complaining they saying thanks for your review we will give strong feedback to restaurant. Is this way you respond with your customer. Have some sense when you talk and executive name Ms...
Full Review"
 1     ,"June 27, 2019","They are delivering wring food and not taking any action not even refunding the money. Please don't use swiggy as the customer support executives are not at all good. They will simply cheat you and your money. For the wrong delivery they can only report but the same will happen next day. I have lost...
Full Review"
 3     ,"June 28, 2019","In my 1st order it was all ok but in case of my 2nd order the restaurant didn't confirm my order with a message ""waiting for restaurant to confirm your order"" they made me wait for an hour . They show me a time clock counting down ""38 minutes more to reach your Delivery"" and so on. I asked the help ...
Full Review"
 1     ,"July 2, 2019","Very irresponsible. first of all the delivery boy couldn't reach the address inspite of the fact that i had given the correct address then i contacted and told him to be there near a place so that i can go and pick up my parcel, when i reached that particular place, i couldn't find him anywhere . An...
Full Review"
 4     ,"July 5, 2019","Edit: The order tracking got improved and directly showed me that the order was picked. Might be due to heavy rains and connection issues... Still, I guess testing and improving the order tracking feature can make the app perfect. What happened was the restaurant had confirmed, but still in app it w...
Full Review"
 1     ,"June 28, 2019",they think we are a fool that even after the discount of 40 percent.it is still 30 rs cheeper from buying it from the restaurant. worst delivery app. they charge extra money for restaurant charges🤣. bad experience. i wish there was lower than 1 star for rating the app.
 1     ,"June 24, 2019",pathetic service. ordered chicken dishes from a Chinese restaurant and received stale chicken which was literally stinking and swiggy did not give a refund or replacement order. never download this app.. please use Zomato instead
 1     ,"June 29, 2019","it's not that i am complaining about your ""Pocket Friendly"" menu. My concern is your transparency.How can you misquote and hike the restaurant menu prices? You should not collect excessive amount by hiking the actual menu price. I have observed that all your prices are over quoted to the tune of > 2...
Full Review"
 1     ,"June 25, 2019","always the wrong item delivered, being a pure vegetarian i have received three times a complete non veg item, customer support being most pathetic. wrost service. recommend you guys to use other applications. swiggy charges so high and everything is disgusting and pathetic"
 1     ,"June 29, 2019","I would give no stars If I could. I placed an order for the 1st time on swiggy, ETA was 1 hour 45 mins then it turns out there is no restaurant as shown on swiggy, I payed online, yet to get my refund, also delivery boy hung up my calls. Everything that could go wrong did go wrong. Worst food delive...
Full Review"
 5     ,"June 30, 2019","Ordered food and received an item that was wrongly sent instead of my order. The usual ""send picture and talk to our executive"" stuff was simple and I received that item's amount back, which is brilliant btw. When I was double debited for some payment, the said amount was duly refunded. Thanks for t...
Full Review"
 1     ,"July 2, 2019","i would even give you 0 stars. you people are fraud. you charge people and then do not refund the amount. in my case,i ordered biryani and due to some reason the amount was deducted but the order was cancelled, contacted support, gave them the screenshot but by no chance you will initiate the refund...
Full Review"
 1     ,"July 1, 2019","Ridiculous customer service. Delivery was late by over 2 hours and the customer service waited for the food to be delivered before responding. And the response was an abrupt apology and they signed off before I could revert. This is what happens when ""entrepreneurs"" imitate international business mo...
Full Review"
 1     ,"July 5, 2019","Service of swiggy is quite good... But had a terrible experience with one ordered. I ordered food and waited for one hour and the delivery executive said "" I am at home. You just cancel the order"" disconnected the call and afterwards not attending my call. And this all happened at the 11 PM. Swiggy ...
Full Review"
 1     ,"July 5, 2019","Swiggy is all buggy. They gave me a coupon code for the items missing in my order valid for 30 days, it wasn't 30 days yet and my coupon was missing i paid for items missing but i lost my money. On complaining they can ""i can see coupon in your account"" there is no coupon and also adding manually do...
Full Review"
 1     ,"June 25, 2019",I'm logged out of the app constantly. Multiple times in the same single session. Happening for the last few days. Tried reinstalling. This issue still persists. Being logged out after every session
 1     ,"July 1, 2019",Worst experience.. Charges you half the total amount to cancel the order but takes 1.5 hour to deliver. You order at 9 and get it at 10:30..You just have to sit hours at your place even if you are out off oxygen to receive the order.
 1     ,"June 30, 2019","App is ok but I'm giving it 1 star because it wont let me manually enter my address and when I use my current location then it will show wrong address. Delivery boys always complain that the written address is wrong but it's the stupid app. 😠. Now using Zomato... they have no such problem. Also onc...
Full Review"
 2     ,"July 2, 2019","Why are you doing like this? The actual price of the food is low but you have shown the price slightly higher than the actual Price and reduce the price to actual price in the name of offer coupon. I'm totally disappointed with this . But due to good service by delivery executives I've given 2 stars...
Full Review"
 2     ,"July 3, 2019","They are theif as they dont refund you the money if you cancel any order, but they will claim that they have refunded the amount without any proof and will end the conversation I had to cancel my orders thrice and all the times i have been cheated as my money never returned. They are not bothered ab...
Full Review"
 2     ,"July 4, 2019","Options in this app are good but customer support is bad and not upto the mark. Seems they have readymade answers to customer problems which does not solve your issue. They stick to their their version of giving excuses and not solving the issue. They will say sorry but their is no practical solutio...
Full Review"
 1     ,"July 6, 2019","Not happy with the service. Online customer service is worst, they just reply you with the answers they been tought. my order got cancelled at swiggy payment gateway and it's been more then 5 days they haven't funded back even they assured me to refund. what a great worst service you have with you s...
Full Review"
 1     ,"June 24, 2019",This is worst delevery app I ever used. Customer support executives are worst . They dont even know the way of talking. Customer support executives even dont want to talk they just try to manipulate customer on chat . Swiggy dont deserve a star that is given by me .
 1     ,"June 26, 2019","worst experience... They have cancelled my prepaid order with peoviding me invalid reason and then place replacement order as COD. They do not initiated refund in my bank account. Even the parcel that i have received also does not cointain swiggy tap. i have doubt that item is not from original shop...
Full Review"
 1     ,"June 28, 2019","Hie everybody I am staying in Guwahati (Assam) and my experience with Swiggy is not good at all; infact its the worst one where else I order from Swiggy on a regular basis and that also twice a day. One of their delivery executive threatened to hurt me as I was not satisfied with his attitude and wh...
Full Review"
 1     ,"June 30, 2019","worst app, no responsibility for delayed food. had to wait for an hour and then they call and say that the delivery will take 35 more minutes. earlier the delivery time was shown as 25 mins, which turned out to be 95 and they simply say that you can cancel this. disgusting, uber eats is better."
 1     ,"July 6, 2019","The worst app ever. These people dont know how to treat their customers even when the customers are spending sp much on the food. They will keep on giving copied responses. I had been a loyal customer but from past few months there quality has swamped into the mud. I dont know what agents they are h...
Full Review"
 1     ,"July 4, 2019","I placed an order by mistake since it was on the active cart list. after paying for it through paytm wallet. I realized I made a mistake. so I immediately cancelled it within 2 or 3 seconds but I got charged 200 rs. as cancellation fees when I asked for help from customer service the said they can't...
Full Review"
 2     ,"July 5, 2019","I have been using swiggy for a very long time and yet just recently faced a very disappointing situation, wherein swiggy aap refused to change my delivery address even after indicating such on my order and the delivery agent went to the wrong location. he then cancelled the order and i was made to b...
Full Review"
 1     ,"June 24, 2019",horrible delivery service .....showing food delivered but i didn't get any order...they dont even call to check if the person is same or wat ....they just deliver anywhere...this is happening 2 time ...very bad wasting ur time in waiting n get u to nothing ....not even worth a star .. horrible
 1     ,"June 23, 2019",once I had ordered from restaurant I like the food. then today I went to the restaurant with my friends but the rate is 100rs less the same dish at the restaurant which I have ordered by swiggy. *swiggy makes us fool by the discount offers*
 1     ,"June 29, 2019","Pathetic Service when you place cash on delivery order then that order is delivered to your exact address and when you place order which is paid via online medium the order doesn't reach your home. Happened with me two times. the contract number of delivery person is not given to us ..... how are we...
Full Review"
 1     ,"June 30, 2019","App' countdown timer is not matched with actual clock. If I ordered at 10:00, and order is supposed to be delivered in 20mins, then at 10:30 it shows 24mins remaining. BTW I may not buy swiggy super again, doesn't seem worth at all with all these issues in order delivery. Already on latest version. ...
Full Review"
 1     ,"June 29, 2019","It seems having earned so much of money and market reputation,these guys have lost their ethics and responsibility. Sometimes the restaurants associated with them send bland spoilt food. they don't even think of checking the food before delivering. At other times, the delivery executives are idiots ...
Full Review"
 1     ,"June 29, 2019","Swiggy service in Bangalore is worst. They don't stick to the time they show it in app and contacting customer care is very bad during peak hours. Especially delivery boys won't deliver it to your door and they will ask you to come and wherever they are comfortable. By mistake I took swiggy super. Z...
Full Review"
 1     ,"June 24, 2019",most of the coupons are not available on the most popular and wanted restaurants and cafes often if you try ordering from the official page like that of MCD then the prices vary a lot the coupons however is the biggest problem!
 1     ,"June 28, 2019","I had ordered food today and the delivery was already running late.Just when the order was about to be delivered,the order gets cancelled automatically. When I called the delivery guy he told me that he can't deliver the order since it has been cancelled.So I call the customer care ,I am told that I...
Full Review"
 1     ,"June 29, 2019","My experience with swiggy has been very bad. They keep there customers waiting for more than an hour to deliver an order from restaurant which is 10 min away. Also the delivery executives don't pick up the call and there is no satisfactory resolution from swiggy. I would recommend not to use this ap...
Full Review"
 1     ,"July 7, 2019","Please dont order any food from swiggy as i received a wrong food delivery from the person, even they are help less and they want the people to die with hunger, even with the refund process is bloody slow . they are unfit to assist the customers as well. the representative in the call was so rude to...
Full Review"
 1     ,"June 18, 2019","worst experience, jst want to change address nothing else. and swiggy charge me 100rs and tell me cancel your order but order address are not change. he cancel my order and charge 100rs. i m regular customer, i m ordering many of orders from here, but they are never supporting customers."
 1     ,"June 30, 2019","Worst service ever, i wish i could give it negative rating. Why do you open such apps when you can't handle, i m using this app for a long time but never satisfied, once it canceled my order without any reason paid amount also forfeited, customer service is pathetic you have to wait for half an hour...
Full Review"
 1     ,"July 1, 2019","worst experience 1. lost 800rs when payment went through and order was not placed 2. cancellation charge was added to my account when vendor had cancelled 3. when customer care was contacted all they had to say was sorry, but we can't do anything to give your money back, customer support is a joke, ...
Full Review"
 1     ,"June 30, 2019","swiggy is the most fraudulent service company in india. they always cheat customers by not delivering as promised. some itmes are always missing from the order .i have made complain several times regarding this and everytime they said they would put feedback for the same and would not repeat the mis...
Full Review"
 1     ,"June 25, 2019","worst experience.. they don't even notify if the order is cancelled.. they cancel order after whole one and half hour claiming unavailability of items... they just stalled for no reason.. even the delivery guy says (order cancel hua to batana padta kya) questioning me... so yea... sucks to be these ...
Full Review"
 1     ,"June 27, 2019","Wrost Customer Support. Prices are always inflated. Compare the prices yourself of the same restaurant from Uber Eats & Zomato. Support team is never able to help and they take unexpectedly high time to respond. Even you will get irriated to wait for them. And at the end they have only to apologize....
Full Review"
 1     ,"June 27, 2019","Beware: Delivery is so pathetic and customer support is scripted. Totally immature and illiterate person who use abusive language as well. Especially with post 9pm orders. 5 minute distance restaurant they will take 2_4 hours sometimes for delivery. also sometimes 2_3 hours swiggy refuse to deliver....
Full Review"
 1     ,"July 1, 2019","Swiggy is just cheater. I order some items and there was one missing item. and when I asked for the refund for that missing item, I have to chat with a bot and it was not having option for refund for the missing item. and they replace the order. and when I cancelled that replacement order and asked ...
Full Review"
 1     ,"July 1, 2019","I am using this app from 2 years. earlier I haven't this such issue but in last 2 months I had bad experiences with team swiggy. order is cancel from there side for technical issue or connection between restaurants and swiggy but I am facing problem with my money back. is it acceptable? when I mail ...
Full Review"
 3     ,"July 2, 2019","These days the delivery executives are turning out to be perverts. why can't swiggy bring out strict rules while hiring them. Its someone's mother, sister or wife.. why cant they just give the parcel and leave. I've come across these executive saving female clients number and texting them back irrel...
Full Review"
 1     ,"July 5, 2019","I made a order and my transaction was failed but the amount was credited to the swiggy upi id. I brought notice this issue to the swiggy customer care and they are saying that they cannot do anything. The worst customer service I have ever seen. Don't trust this app anymore my friends you can also l...
Full Review"
 1     ,"July 4, 2019","worst the delivery Men ... even after locating the house and roads on map and mentioning the exact address they do call you and sound so strange like they are just born and don't know where they are standing pheww he told me to cancel the order though I told him to wait at a particular place and I w...
Full Review"
 1     ,"July 4, 2019","Dont use this app its a shame, they don't inform you before order that your order can be delayed or resturant will cancel the order, nor do they inform in early minites of ordering. Rather after an hour when you knock and ask them where is my order they will just say sorry we cant deliver and probab...
Full Review"
 1     ,"July 5, 2019","Ordered a pizza which was delivered in a totally ambushed state and on talking to their executive in regards to the matter and regarding the refund they refused to do so. when i order food i order it to be consumed and not to be thrashed into the bin .... in case you want to order use COD and never ...
Full Review"
 1     ,"July 5, 2019","Order food... first the delivery guy marks the food is delivered without delivery and then I had to wait for a long time for the customer support to respond and only to hear that my food will be delivered in 5 mins.... it has been more than 1/2 since i contacted the customer support and food is not ...
Full Review"
 1     ,"June 28, 2019","they will send you rotten and stale products and when you complain about it all they say is they are sorry and this will not happen again but it happens again.... very disappointed with the recent service of swiggy.... earlier they were more prompt in customer service now they just don't care what t...
Full Review"
 1     ,"July 4, 2019","Do not use swiggy and opt for zomato. they have wotst customer care. i ordered food twice and paid online for both orders. 1 order was cancelled by resturant after 1 hour of placing order. 2nd order was shown as delivered even when no food was delivered to me. on contacting customer support i was to...
Full Review"
 1     ,"June 26, 2019",what the hell... don't order on swiggy.. today I am ordar pizza by swiggy...order not delivere... for no anyone delivery boy is available... it's totally west of time and money... already i am pay for pizza...swiggy return my money after 5 to 7 days...अब बताओ इनके बॅक पर किक मारना चाहीए के नही...
 1     ,"June 26, 2019","Worst experience ever. Since I have placed an order for sandwiches but instead of that what I recieve was a dinner meal. I mean wow how could this happen from a well known app called Swiggy. The app itself change my order to a meal instead of sandwiches. Guys I suggest you please don't trust this ap...
Full Review"
 1     ,"June 28, 2019","pathetic service from swiggy nowadays. swiggy doesn't take any serious action for food delivered wrong, missing of particular food item, stale or uncooked, burnt food. should take steps so that any other time we buy food we are not cheated by the restaurant. being a super swiggy member i faced these...
Full Review"
 1     ,"July 2, 2019",SWIGGY customer care is worst. i have order for food . but what delivered to me was totally different. The customer care executive don't know what to do he just this will not happen again in future. so guys please avoid using this app. ubereat and zomato are providing quality food and service.
 1     ,"June 25, 2019",somebody stole my food. Don't trust this app. i ordered from a restaurant and an hour after they send an executive to that restaurant only to find that somebody else has already taken our order. wow ...and the customer care guy tells me to just cancel and reorder...i mean seriously???
