Reviewer_rating,Review_Date,Review_text
 1     ,"June 19, 2019","I have received great many numbers of orders happily but one bad experience forces me to give a low rating in the hope of improving the customer service being provided by the Zomato Support. Received a paid order with a huge delay and was denied refund and assistance by Zomato Help over the phone. I...
Full Review"
 1     ,"June 22, 2019","Initially with Zomato you could use promo code with cash on delivery but these days they have come up with only debit or credit payment due to which you can't use any discount code. Also if you have balance in your wallet to use that also you need to pay online which somehow is not acceptable. soone...
Full Review"
 1     ,"July 6, 2019","Today i ordered one veg and one non veg curries. Firstly, it came one hour late then the deliver time . Then when i received the order the non veg was curry was all spilled in the bag all over the veg curry which also was leaking. Then food got spoiled and was not eatable. I contact to chat support ...
Full Review"
 1     ,"June 29, 2019","i try to make a order with zomato using cash on delivery. but once my order placed i realized i had place my office address, i talk to delivery boy, he said i will not able to come at you home place. then i ask to customer care i am ready to pay extra money, because of my mistake to add wrong addres...
Full Review"
 1     ,"July 6, 2019","Cheaters. I had ordered food on 29.6.19 & had done online payment. First they accepted my order then after 1hr wait they refused to deliver it to my location. On contacting customer care they assured that my money will be refunded. But till date they had not refunded my money. So won't recommend any...
Full Review"
 1     ,"June 21, 2019","Zomato blocked my account stating reason ""suspicious activity"", no warning, nothing, I have credits in my account that I'm not able to use now. stale food came in zomato delivery a few days ago, but they didn't even return my money. swiggy and uber eats have much better service, whose have created h...
Full Review"
 1     ,"June 18, 2019","They are just here to charge you. there are many other apps who provide better price from the same restaurant than Zomato. The other great thing is once you placed the order and want to cancel within fraction of seconds, then also they will charge you full order amount as penalty. There logic is foo...
Full Review"
 1     ,"June 22, 2019","Customer support is not at all good. They don't even cancel order when they can do it immediately before it starts preparing. They wait for sometime then they say that order has been preparing if you could you told us earlier we could have done something.. Should tell them to cancel order before pla...
Full Review"
 1     ,"June 29, 2019","i am not able to order from my previously existing order and from the new order as well . when i go to see my cart , it continuously loading and end up with something went wrong. i am watching since two weeks. moreover, i have to end up order by choosing another app for food delivery. please do some...
Full Review"
 1     ,"June 15, 2019","Ordered from Zomato at 7:56 pm Sunday night 15th June 2019, order was accepted by the restaurant and food is prepared by 8:05 pm !! Delivery guy (Vasudev Reddy ) collected the food and called me immediately and said food cannot be delivered due to the fact that my house is in Zomato's Black zone are...
Full Review"
 1     ,"July 6, 2019","shitiest app ever, the amount of goof ups that these guys do, If I would do the same my boss would throw me out of the company, so here I am throwing them out of my phone, don't use man, unprofessional people!, Please refrain from paying upfront if you use them. they no control over restraunts,run a...
Full Review"
 4     ,"June 23, 2019","Very good food delivery service. App UI is easy to use and very user friendly. Food delivery service is good and very fast at good prices. Zomato is much better than Swiggy and others. In my current location there are very few restaurants shown so please work on that. That will make Zomato even more...
Full Review"
 1     ,"June 30, 2019","No proper resolution for issues. When the restaurent delivered wrong items or a zomato valet misbehaves with the customer, no ticket is being created for the customer to track the issue. All the customer can do is chat with some bot/agent and get 'sorry for the inconvenience' message. Also looks lik...
Full Review"
 1     ,"June 20, 2019","Pathetic delivery service, They misplace half of your order. this is the second happening with me. this time the breads were missing.. what do i do with the gravy items... such a sham this Zomato has turend out. won't suggest anyone. one suggestion to all, if at all you order from it, don't pay in a...
Full Review"
 4     ,"June 14, 2019","App support is awesome, If you find any problem after delivery it is solely of restaurants, but by their side they are always readily available to help you out in that matter.They treat their customer very professionally and offers help with their best. ***But they are unable to properly deliver the...
Full Review"
 2     ,"June 16, 2019","worst app, swiggy is much better I order some food and the rider cancelled my order and zomato did not even refund my amount saying that it is a penalty. And another thing happened- I placed my order and till 36 minutes it was showing as being prepared only. When I tried to cancel it they warned me ...
Full Review"
 1     ,"June 17, 2019","Worst service!! The home page showed me the restaurant was 20 minutes away when I ordered it showed 150 minutes away! The restaurant was in other state.,! And the order was cancelled and I was told I will be charged for that... Was it nor their fault how could a order be accpeted in other state. So ...
Full Review"
 1     ,"July 5, 2019","Really very bad experience with Zomato and after this hopefully i will not order anymore from this app. i have placed one order and checked that it was placed to some other address. immediately i called the restaurant and asked them to deliver the food to my location which was around 3 km away only....
Full Review"
 1     ,"July 1, 2019","Zomato is a total scam. I live in Indore. This app shows the mrp upto 40 percebt higher than original mrp. Then it adds delivery charge and taxes. So that even if you are using any promo code, U will be paying a lot more than the original price. I am not saying that they should not charge extra. All...
Full Review"
 1     ,"June 22, 2019","Bloody cheats.. I ordered from them quite frequently.. Today I tried to cancel my order within 30 seconds as I forgot to put in the promo code.. my whole amount was deducted and the agent whom I chatted with refuses to give me back my money.. I am feeling extremely cheated. It is the Last time I am ...
Full Review"
 1     ,"June 14, 2019","I ordered for the first time, A plate of idli sambhar. idli was rotten and smelly. Although sambhar was alright. The experience was very bad. So I'm not not going to give any star. But without rating its not going to post. I think my first experience is my last experience."
 1     ,"June 16, 2019","I've ordered 2 packs of chicken popcorn from a restaurant called mandi house and in the quantity there weren't even ten pieces of chicken... the quantity was not even 50 grams in the 2 packets combined and the price i paid for it was huge, when I raised a complaint, I didn't receive positive feedbac...
Full Review"
 1     ,"June 21, 2019","Worst app! I had very bad experience I ordered accidentally and cancelled within a minute but they denied to give refund then I said I would like to get my food delivered, they didn't even deliver the food. I contacted customer care they gave lecture on their new policies I agree u can't cancel u ca...
Full Review"
 1     ,"July 1, 2019","well the pick up agent has no idea of whats happening ( he asked me to cancel)...zomato chat system isnt helping....this is pathetic...if you cant ...just say so...l am not even disappointed...!! l have waited for an hour for food...no food. ...no update... and the chat agent has warned that l would...
Full Review"
 1     ,"June 18, 2019","The orders are never complete, always the items are missing in the order and the customer service is too bad. Edited 19/03/19 again received a incomplete order. please don't order from zomato it's the fourth time. i wish i could give 0 or negative starts, 18/6/19 they have outdone themselves one mor...
Full Review"
 1     ,"July 3, 2019","Extremely annoyed with the service ( worst service ever) I have ordered something in evening by mistake . I wanted to cancel it but there was no such option available . Therefore I contacted the bakery but. No response was shown. Then I texted the Zomato service they also didn't turn up . it means t...
Full Review"
 1     ,"July 5, 2019","Ordered curd rice when I am sick and even after 1 hour 10 mins, they did not care to cancel the order and all they did is giving 24.5 credits which I don't even need. This is the second time in this month. First time they said the valet's bike got some repair and this time restaurant's device. Not g...
Full Review"
 1     ,"July 6, 2019","No integrity whatsoever. Zomato charges clents without even order confirmation. System is designed to blame the vendor for their own shortfalls.. (mostly their inhouse delivery)Help is sarcastic and arrogant. there are plenty of choices, use another service if you can. Don't repond asking me the con...
Full Review"
 1     ,"June 25, 2019","These people can not take the correct location. if you are in a new city be prepared to get your orders cancelled. twice my order got cancelled and all they can do is initiate a refund. switch to swiggy or uber eats adding to my previous review. now they have started another unscrupulous practice. d...
Full Review"
 1     ,"June 22, 2019","Awful! So many times the order is accepted but not delivered! like right now .. my order was supposed to reach me at 12.30 am but till now it hasn't reahed its 1am(app shows still preparing food) . Restaurant is unreachable the Zomato Valet is unreachable! You will return me the money in form of cre...
Full Review"
 1     ,"June 22, 2019","Worst cancellation policy I place the order at 6.28 PM today and when I realized the order got placed, immediately tried to cancel it on 6.29 PM But with utmost shock it was showing, the cooking has started hence will be charge RS. 137 as cancellation charge. I failed to understand that how can ...
Full Review"
 1     ,"June 26, 2019","very disappointed with today's order from zomato. I order one Special Thali of Rs. 160/- from ""Delhi Belly Dhaba"" in Mahipalpur, Delhi. at the time of delivery,I'm very shocked to see the quantity of meal. It is just a 30% quantity of the complete meal by comparison with any other restaurants. when ...
Full Review"
 1     ,"July 1, 2019","I keep ordering through Zomato Usually the service is good. Today I kept waiting but I received the wrong order, customer care could not sort it out for more than 40 minutes. Right now I am not even hungry anymore, since I have been waiting so long for my dinner. I am very disappointed with Zomato c...
Full Review"
 1     ,"June 20, 2019","Placed an order and delivery status showed 15 mins almost for more than an hour hence contacted the customer care. They connected to the concerned delivery person but he said he didn't receive any order. Contacted the zonal manager who did not answer nor did he bothered to call back. Contacted resta...
Full Review"
 1     ,"June 22, 2019","You can not cancel or modify the order else it will engulf your all amount...Prices shown for items found inflated...delay in delivery is very casual and there is no guarantee of delivery as well... Customer service is arrogant and un helpful...keep writing to them and they have excuse for everythin...
Full Review"
 1     ,"June 27, 2019","I ordered food from a friend's ID for goregaon east and the delivery guy wen to west. He refused to deliver at my location. Zomato is not ready to refund my money even after sharing the screenshot of the address I have on my app and they say that the food got wasted because of me. I am so sure that ...
Full Review"
 1     ,"June 28, 2019","Not at all user friendly app if you want to reach them for any issue. Either they bring non vegetarian food for vegetarian order or arrive early cancel orders. No refund on prepaid orders. Give longer delivery time and arrive earlier and cancel order according to them and dont even return ur prepaid...
Full Review"
 1     ,"July 6, 2019","Zomato is a superb Food Delivery partner. But i would like to see a Cancel Button. If I order something by mistake then i need to chat with Support team and They take enough time to reply and in that time the restaurant Accepts order and then we cannot cancel as It would penalise us with Cancellatio...
Full Review"
 1     ,"June 29, 2019","I am using this for last two month very frequently. What I came to know taxes/extra charges gets increased if we delay in payment. If you pay staight way will be cheaper and if you think to search more after checking order amount then you taxes will increased for same item like dynamic pricing.....w...
Full Review"
 1     ,"July 5, 2019","most disgusting experience i ever had. i ordered at 9:43pm. waiting for dinner. and the delivery boy's number is switched off. ZOMATO is responsible for delivering order. only for home delivery i am ordering from the app otherwise i could have gone to the restaurant and get my food. if they can't do...
Full Review"
 1     ,"July 6, 2019",worst experience ever. they do not consider time as a factor at all. they may take 1 hour 20 mins to just deliver a burger from a 2-3 km area range. and the customer service executives are worst if by chance you give them an authority they will definitely compare you with money..
 1     ,"June 18, 2019","the app is really bad,the food takes forever to arrive, most of the times they don't let you avail coupon codes in cash on delivery,at times the cash on delivery option isn't even available . Once i had items missing from my order they did nothing about it And the credit points which were given to m...
Full Review"
 3     ,"June 29, 2019","This is second time in last 10 days.Today I ordered from domino's through zomato. The order was delivered after 1 hour it was all cold, also order delivered was wrong. When contacted zomato support,The support person says I should contact Dominos as it is delivered through them.I was surprised by th...
Full Review"
 1     ,"June 22, 2019",Delivery Man Gave my order to some one else.. and as I told him to go and bring back my order he switched off his phone. As I have already paid for the food it was a very bad experience. I even tried to get back to zomato by complaining but there was no response...
 1     ,"June 23, 2019","I was just about to apply the promocode and accidentally pressed 'place order'. Immediately, I contacted the helpline for help but they have been completely unhelpful. What is the point of having a helpline where the executive just quotes company policy???"
 1     ,"July 7, 2019","I have recently ordered food from pal hotel patna.. the food was unhygienic. food(mix veg) smells and dal fry(without salt and kaccha) as I am very much sure about that food is already prepared long ago.when I was trying to contact zomato support. nobody is there.. disappointed. I am going to file a...
Full Review"
 1     ,"June 14, 2019","This customer support is the worst that i ever experienced, ZOMATO WORTHLESS, HATE IT, I got the worst experience i ever had, On 17th april i have ordered pizza waited for more that 2 hours and cancelled but no response from ur team, tried contacting customer support no use. Today 13th june i have o...
Full Review"
 1     ,"June 21, 2019","There was a delivery error tat the restaurant did delivered all thr items which i ordered. and when i try to raise a complaint to Zomato chat, it was not working at tat time. there were some technical issues to start a chat. this all happened in midnight so i thought of send the msg next day morning...
Full Review"
 1     ,"July 6, 2019","I placed order at 12.40 app shows boy reaching in 20 minutes. i called him he said the same thing i waited for 32 minutes then it redirects to another boy & when I called the previous one he says my app is showing different location so I reached there by mistake he wasn't aware that i myself is an a...
Full Review"
 2     ,"July 6, 2019","customer support is bad.tge virtyal assistant makes us wait fir a long time and if we move away from tge chat screen,we do not get any notifications of tge message and by the time we return back,the support is closed and we need to start again the taxes thry charge id hugr and pricing is also mire w...
Full Review"
 1     ,"June 26, 2019","worst customer service experienced. they themselves dont know what they promised last. they say it will be refunded in 24 to 48 working hours its been 2 weeks i have not received my refund. no messages no calls options the only way to contact them is to chat and u have to wait even after connecting ...
Full Review"
 1     ,"June 18, 2019","THIEF COMPANY!!!!!!!!!!!!! THIEF COMPANY!!!!!!!!!!!!! THIEF COMPANY!!!!!!!!!!!!! it is a money minting application. they will take order and accept the advance money and the moment you will pay they cancel the order stating ur number is not reachable. and top of it they will not refund your money s...
Full Review"
 1     ,"July 4, 2019","no option to cancel food... and on the name of customer care service they ask to chat to the universe. 99% the msg isn't posted on that pathetic app for which they give a lame excuse of high inflow (which i suppose could be true considering the atrocious service) and the remaining 1% times a compute...
Full Review"
 1     ,"July 6, 2019","No chat support available. money deducted but order failed. no one to talk to and confirm the status. for one single order money is deducted twice with enhanced fraudulent chargea in the name of restaurant charges applied by zomato and not the restaurant. typical example of how arrogance increases w...
Full Review"
 1     ,"June 20, 2019","zomoto is big on its nonsense because people charge more than the usual price on the hotel menu and use the promo code that is part of digital marketing. People are lazy and believe the price is worth it, but the real thing is not. I experienced Palakkad"
 1     ,"June 23, 2019","One of the biggest fraud company in india... Early stage Customer service reply with in 5 min..now taking 3 days..., these Zomato People maintenance fake and over attitude Customer service.I will strongly believe this Company will face big problems in future.. because of worst over conference people...
Full Review"
 1     ,"June 23, 2019","Deleting the app as my issue was given a generic lame justification by support team without any proof. Valet lied and rejected my order saying I didn't pick up the call inspite of me telling him the address with proof of phone incoming call screenshot. No refund and can't trust the same not happenin...
Full Review"
 1     ,"June 29, 2019","I have very bad experiences with zomato. They cancel My last order after 45 min. then I called zomato helpe line No. customer care, they are very rude so I think I have to switch to another food delivery system ... I think zomato have to improve customer care service because they are losing customer...
Full Review"
 1     ,"June 26, 2019","I have used Offer Code : CRICKET while ordering & making payment. There was some error saying something went wrong try again later, this error shown twice & then payment goes through successfully but however after successful order placing & payment. I have shown no prompt/window/screen allowing me t...
Full Review"
 1     ,"June 21, 2019",i m cancelled my order mistakly and they have not refunded my payment and also my promo code is not valid after order cancelled. the food ower tell me i m ready to deliver again but the delivery boy not accept delivery. poor cancelation policy and poor customer support.
 5     ,"June 22, 2019",Good customer service. Care for customer complaints when the food is not upto mark. Quick refund in case of order rejection. Well connected customer care service for prompt action. But when there is a issue with order too much time is taken on chat to resolve the issue. Overall 👍
 1     ,"June 20, 2019",Usually there are a lot of technical glitch and your money is unsafe in the wallet linked with your account. customer service is rude and not at all helpful. offers promising a ton and cheap tricks to avoid discounts promised. i hope there is a way i could show you the screenshot of my order
 1     ,"June 15, 2019","zomato you are a big cheater please guys think 1000 times before downloading this worst app. i had placed an order on zomato and i made the payment too. but i have not recieved my order. first it was showing a time that before 4:14 i will recieve my parcel but after the time it started showing that ...
Full Review"
 1     ,"June 21, 2019","if u ever cancel your order, these guys will detect whole amount of the order as cancellation fine fees...., even if food hasnt been prepared in the restaurant......bcoz according to them money grows on tree.......they are like "" o u cancel this order.......give us ur wallet........if you are a stud...
Full Review"
 1     ,"June 24, 2019","I got the order after 2 hours.When ordered there was no rain. During delivery, the rain started. I had asked team to cancel the order. But no response. The delivery boy reached home after 2 hours. By the time, I opened the pack, i am getting foul smell. When I asked team, they are asking a snap of t...
Full Review"
 2     ,"June 24, 2019","For some reason, even though I put the exact address on the location (for example, ATC), the app is giving me restaurants quite far away (Parañaque) from the actual place. I don't even know the algorithm behind it because once in a while, I'll get recommendations exactly in my preferred location but...
Full Review"
 1     ,"July 7, 2019","You scammer. Why are you looting people? Worst customer support. This company is established by looting people. They take user hard earned money and give nothing. And their customer support is worse. Don't have sufficient answer to my queries. they expect us to wait for lifetime to get refund. Why c...
Full Review"
 1     ,"July 3, 2019","This app is great when u get what you have ordered for. Many a times there is a possibility that orders can get mixed up. Thats okay. But when you order a curry for 200 bucks and just get gravy with one piece of chicken in it.. your support people have the audacity to say and i quote ""will emphasise...
Full Review"
 1     ,"July 6, 2019",worst customer care services. not even concerned about their customers. cheap business model to make money. only chat and email based complaining system for any issue. it is just mere luck if the food is delivered to the customer.
 1     ,"July 6, 2019","zomato have the worst costumer care system. first there agent will take atleast 10min to answer any kind of query. then the will ask for every detail and in last they will say please email.us.. i wrote a email 1 week before there is still no response . please at least try to give it a reply. juat wr...
Full Review"
 5     ,"July 7, 2019","the worst experience i have had with zomato.i didn't get my food and then took my money and I contact them. I don't get any response.what a failure ,and they fool with customer with credit that you can't even use.never going to use it and will advise my friends , relative and colleagues the bycott z...
Full Review"
 1     ,"June 23, 2019","i ordered my food 2 days back and i paid online. after the money got debited from my account, it said that the order could not be processed. i wrote to support, they said that i would get back the credits equal to my debited amount in my account within 48 hours. i messaged them back after 48 hours, ...
Full Review"
 1     ,"June 24, 2019","Very unsatisfied with the service. Useless app! Customer service are not helpful as they are giving wrong information. I received a message that the food is on the way but when I called the customer service because it's already late they said that I just placed an order. Very unreliable! Making the ...
Full Review"
 3     ,"June 25, 2019","Sometimes they do deliver wrong or incomplete order and the query takes longer time to be processed. And also there is no proper authentication of the restaurants. This has been a problematic issue at times. Also this app does not have PIP (picture in picture) option for mobiles that have the facili...
Full Review"
 1     ,"June 30, 2019","The worst experience ever, customer support is the worst and don't give a damn about their customer, rude and mannerless. This is my first time in Zomato and I would suggest my family and friends not to use the service ever again."
 1     ,"July 4, 2019","I have had the worst of my experiences ordering food on this app. Don't place prepaid orders because they are always late and refund will reach you in 3-4 days instead of the 2 days promised. Secondly, their customer care service is the worst of all. It has many loopholes; 1. You can not call them a...
Full Review"
 1     ,"June 22, 2019","i had a horrible experience. i ordered Pav bhaji paying Rs 180/- from Curry Pata restaurant in Behala Kolkata and they cheated me by providing Idli worth Rs 60/- neither zomato nor curry pata nor delievery boy is ready to take responsibility. guys please think twice b4 ordering as you might be left ...
Full Review"
 1     ,"June 23, 2019","pathetic worst service No manners to talk to cust I thought you were the best earlier Bt now I got to know your colour's the agent which had hired have no sense like with whom they r speaking with.. ( I asked the delivery person to get change for 500Rs at the time when he had not even took the order...
Full Review"
 1     ,"June 15, 2019","This guys have to change their policies, actually i ordered a wrong item which i wanted to cancel but they said i will be charged penalty of whole amount of order if i cancel it...and i was cancelling it before the restaurant accepted my order so what was the big deal? and why penalty?"
 1     ,"June 17, 2019","Worst customer service. I ordered full quantity of a dish and they delivered half. When I complained about it they said it can't be verified, that's it. Swiggy is lot better than Zomato. they actually solve your problem."
 1     ,"June 17, 2019","delays in delivery and extremely bad customer service, that if they actually do understand what customer service means in the first place. Despite the branding they have, in reality there are many other apps that is better than Zomato"
 1     ,"June 18, 2019","I placed an order and wanted to cancel it to reorder from the branch nearer to my home for faster delivery. But there was absolutely no customer support. I kept waiting for people to reply to my complaint and yet no one came forward until the order was delivered total cold and not worth the money. T...
Full Review"
 1     ,"June 21, 2019","Very poor service. Ordered after a long time. After this order definitely going to uninstall this app. Very very late delivery, there is no option to track order. Swiggy is better. Finding option, If there is option for negative star."
 1     ,"June 23, 2019","the service is very poor when it comes to incorrect orders.Zomato refuses to take ownership does not issue a refund inspite of uploading pics.Does not want the order replaced as well. I strongly recommend swiggy cause an incident like this with them instant refund. Zomato will just give crapy script...
Full Review"
 1     ,"June 30, 2019",The Customer service is very poor. I had ordered 4 rotis with something. Only 2 were delivered. Customer chat support mentioned wait time for 9 mins which kept extending. I did mention a review previously which did not appear and that's why I am posting this again.
 1     ,"July 1, 2019","Don't download this app. This is worst app. If you order food than they will eat by themselves and than deliver you rest of the food. And if you complain about this they will not pick your call. They will answer like this ""We are experiencing high inflow of queries right now due to which responses m...
Full Review"
 1     ,"June 29, 2019","Horrible experience. I ordered food for myself for the first time. I ordered around 8.30 PM. App showed ETA of 30 min. After a while, valet was assigned. So I thought food will be delivered in 10 min. But then delivery guy stopped picking up call, hotel also did the same. Customer support was no hel...
Full Review"
 4     ,"July 6, 2019","So far the experience has been pretty good. The one time they messed up an order, they fixed the issue pretty quickly. The only thing that bothers me (not really) it has given me more reason to not get out of the house. Also the menu of some of the restaurants are weird like when I went their physic...
Full Review"
 5     ,"July 5, 2019","Imagine you are a lazy bum. You like to eat but don't want to go outside or it's too HOT or too cold outside. What can you do? Just download this app!! You can order from any restaurant you want just need to wait extra 20-40 mins after your food gets ready. And you will not even get annoyed because ...
Full Review"
 1     ,"June 21, 2019","its been a week they are delaying the orders .. sometimes open the restraunt for ordering and after placing it doesn't get accepted.. and there everyday is an exception for them when ever you complaint about them. not helpful no value of customers time they do what they want to do taking their own t...
Full Review"
 3     ,"June 16, 2019","What i have noticed is that, price rates have increased in the form of zomato charges (delivery included) and the food quantity has decreased significantly. And this change has taken place in like, 1 to 1 and half years itself."
 1     ,"July 1, 2019","food ordered at 4-44 am. delivered at 6-42 am in a radius of 4 km in an almost empty road at this hour .. order was jyst an egg fried rice.. wat service is this ? u say its beuond ur control but u still continue to take money ..isnt it a little contradictory ?u rake money for a service which u do ho...
Full Review"
 1     ,"June 29, 2019","Zomato withstand with quality but l don't think so because today I've ordered Kashmiri kofta and mushroom do pyaaja from bapu ki kutiya, bhopal but the same gravy was used for both no difference in taste even the proper receip was not followed I think as I've eaten both these items before . I don't ...
Full Review"
 1     ,"June 19, 2019","Everything is expensive rates are more as always an agent increases the cost. Delivery charges 5 dhms makes a 10dhm dish 150% costly. Delivery in most cases is poor by restaurants. when they offer 50% off the restaurant increase prices and add services and other charges finally i think you dont get ...
Full Review"
 1     ,"July 5, 2019","The service is not good at all. And I would suggest not to make prepaid orders, the order might get rejected for absurd reasons, even after 30 minutes of waiting and that too without any refund. You might instead get penalized. I neither received the food, nor got any refund. The behaviour of the va...
Full Review"
 1     ,"June 20, 2019",a cheater. zomato take money but not place order. i just order food from zomato and pay through online a error show and payment deduct from my account but i see no order placed. it heppen 2nd time with me who will return my money zomato cheat there customer
 1     ,"June 26, 2019","I ordered a mutton Jumbo from Shah ghouse and by tracking the delivery I started from my workspace to collect this.As it's a meal time my lift was in rush and the same time Zomato tried to reach me and by the time they cancelled ordered. when I called the delivery guy he told Zomato cancelled the or...
Full Review"
 1     ,"June 20, 2019","very bad experience with zomato, i have ordered 2 Belgium icecream and received it after 2 hours and what i have received is melted icecream liquid not icecream, zomato chat support guys are sick they don't understand what exactly concern is and talking like Illiterate and uneducated people. really ...
Full Review"
 1     ,"June 20, 2019","wrost customer service by zomato i have ordered food through is app the restaurnts will serve quality less food, cold one and some items from order will miss. through this reasons i contacted customer chat support they said that to stale food i am keeping such kind texts to zomato customer support. ...
Full Review"
 1     ,"June 24, 2019","It's not any different from other service providers, but, they are very unprofessional with their service and ignorant about customer needs and constantly making mistakes with orders. When you specifically ask for something, you would like them to adhere to the requests you stated. But after repeate...
Full Review"
 1     ,"June 29, 2019","Ordered via zomato at 10.30 pm and restaurant has not accepted my order till 2 hrs and not giving me option to cancel my order & also assigned delivery partner to pick up my order.. after 2.5 hrs immediately accepted my order and delivery executive is compelling me to take my order.. till time no ex...
Full Review"
 1     ,"July 1, 2019","if u dont want to spend your money and time so its my serious advice to you not order from these App it is really useless and meaningless app and these guys r born cons i just ordered @9:30 pm and @10:30pm their delivery boy tell me that they will require 1/2hr for delivery and i wont be able to can...
Full Review"
 1     ,"June 30, 2019","last order on 29/06/19 was totally a lost of money because chilly chicken supplied by the chicken King has a foul smell which means vender cooked the defected chicken which can be dangerous for health. Despite of several calls vendor didn't received my phone call. please take suitable steps to avoid...
Full Review"
 1     ,"July 3, 2019","Worst experience ever had, no one is ready to help from your customer service team, they charged me for the worst fool and I complained them at the same time and I also shared the picture of the food but they did not help. The chat support guys do not have the etiquette to chat with the customer. Ti...
Full Review"
 1     ,"July 3, 2019","Very bad experience with Zomato's customer care. As a consumer, its my right to send back a dish if I am not happy with it but Zomato's customer care kept arguing that size of the cake that I had ordered for my dad's birthday was 500 gms while it looked like a small pastry. They didnt take it back o...
Full Review"
 3     ,"July 3, 2019","Zomato is an excellent app and the service is best in class. App interface is very ergonomic and is very easy to use. The only suggestion I would like to give is to maintain the servers. I ordered that day from a restaurant and the estimated delivery time was 35 minutes. The app showed that the rest...
Full Review"
 1     ,"July 4, 2019","I place an order from Sethi barbeque at 8.34 pm. But I didn't receive my order. I tried to call Akash (the delivery boy) but the phone was continuously switched off. when I contacted the restaurant they said that the food has been picked up an hour ago. But I didn't receive it. And now I am getting ...
Full Review"
 1     ,"July 6, 2019","WORST SERVICE . will never be using this app again ever. Swiggy is 1000 times better than this . Previously they took money and told i didnt pay now they deliver cake of 400 rs when i ordered and paid online for a cake of 900 rs.Dont even refund the extra amount they have eaten then they delivered s...
Full Review"
 5     ,"July 6, 2019","I love to eat & eating out. Zomato was the perfect app for me when looking for places to eat & at what price range. Best decision also to be a Zomato Gold member! I decided late, I could've gotten it much cheaper but nevertheless it was still super worth it! 👍"
 1     ,"June 29, 2019","This app is corrupted. I ordered food but it somehow got canceled(due to less valets that day) . After sometime a group of people called me and tried to extract money by fooling me ( they were spamers). Its is obvious that someone from zomato passed on my info to the spamers. I hope this reaches out...
Full Review"
 1     ,"June 20, 2019","I am not telling about the app technology here. I want to tell you about the behaviour and approach that this team is showing to clients. i have recieved food waste from a restaurant. when I complained about it, Zomato people told they cannot do anything other than apology. Then why they are having ...
Full Review"
 1     ,"June 22, 2019","Very Poor customer support. The app is not in sync with the restaurant's menu availability. If you order from Zomato, make sure you make it a COD. The app ruined a very special occasion and all I got was their apology."
